index,Litres
30088,19402.745176587327
30089,19449.35670123798
30090,19041.517164418372
30091,19041.517164418372
30092,19041.517164418372
30093,19041.517164418372
30094,19041.517164418372
30095,18579.040364493012
30096,18579.040364493012
30097,18579.040364493012
30098,18579.040364493012
30099,18585.951118015117
30100,18585.951118015117
30101,18585.951118015117
30102,18585.951118015117
30103,18573.24416170683
30104,18573.24416170683
30105,18573.24416170683
30106,18573.24416170683
30107,18573.24416170683
30108,18021.485386185836
30109,18009.610219392816
30110,18004.679083825304
30111,18004.679083825304
30112,17946.978227990337
30113,17946.978227990337
30114,17946.978227990337
30115,17946.978227990337
30116,18023.859174173725
30117,18023.859174173725
30118,18023.859174173725
30119,18023.859174173725
30120,18063.82210501084
30121,18063.82210501084
30122,18063.82210501084
30123,18063.82210501084
30124,18063.82210501084
30125,17997.067972362085
30126,17997.067972362085
30127,17997.067972362085
30128,17997.067972362085
30129,18051.17745439806
30130,18050.683267595945
30131,18050.683267595945
30132,18050.683267595945
30133,18363.689115706868
30134,18363.689115706868
30135,18363.689115706868
30136,18363.689115706868
30137,18363.689115706868
30138,18779.201315887127
30139,18682.452101980616
30140,18682.452101980616
30141,18778.70712908501
30142,18363.689115706868
30143,18363.689115706868
30144,18363.689115706868
30145,18363.689115706868
30146,18363.689115706868
30147,17960.204227905757
30148,17960.204227905757
30149,17960.204227905757
30150,17960.204227905757
30151,17967.114981427865
30152,17967.114981427865
30153,17967.114981427865
30154,17967.114981427865
30155,17954.408025119574
30156,17954.408025119574
30157,17954.408025119574
30158,17954.408025119574
30159,17954.408025119574
30160,14910.930469468463
30161,14899.055302675442
30162,14894.124167107931
30163,14894.124167107931
30164,14899.083973184805
30165,14899.083973184805
30166,14899.083973184805
30167,14899.083973184805
30168,14938.811661678817
30169,14938.811661678817
30170,14938.811661678817
30171,14938.811661678817
30172,14995.529774732137
30173,14995.529774732137
30174,14995.529774732137
30175,14995.529774732137
30176,14995.529774732137
30177,14912.020459867173
30178,14912.020459867173
30179,14912.020459867173
30180,14912.020459867173
30181,14797.487045335485
30182,14796.992858533371
30183,14796.992858533371
30184,14796.992858533371
30185,15081.67147532068
30186,15081.67147532068
30187,15081.67147532068
30188,15081.67147532068
30189,15081.67147532068
30190,15401.685591986115
30191,15363.56290151296
30192,15363.56290151296
30193,15401.191405184001
30194,15081.67147532068
30195,15081.67147532068
30196,15081.67147532068
30197,15081.67147532068
30198,15081.67147532068
30199,14866.526392063597
30200,14866.526392063597
30201,14866.526392063597
30202,14866.526392063597
30203,14873.437145585705
30204,14873.437145585705
30205,14873.437145585705
30206,14873.437145585705
30207,14860.730189277416
30208,14860.730189277416
30209,14860.730189277416
30210,14860.730189277416
30211,14860.730189277416
30212,14910.930469468463
30213,14899.055302675442
30214,14894.124167107931
30215,14894.124167107931
30216,14899.083973184805
30217,14899.083973184805
30218,14899.083973184805
30219,14899.083973184805
30220,14938.811661678817
30221,14938.811661678817
30222,14938.811661678817
30223,14938.811661678817
30224,14995.529774732137
30225,14995.529774732137
30226,14995.529774732137
30227,14995.529774732137
30228,14995.529774732137
30229,14912.020459867173
30230,14912.020459867173
30231,14912.020459867173
30232,14912.020459867173
30233,14797.487045335485
30234,14796.992858533371
30235,14796.992858533371
30236,14796.992858533371
30237,15081.67147532068
30238,15081.67147532068
30239,15081.67147532068
30240,15081.67147532068
30241,15081.67147532068
30242,15401.685591986115
30243,15363.56290151296
30244,15363.56290151296
30245,15401.191405184001
30246,15081.67147532068
30247,15081.67147532068
30248,15081.67147532068
30249,15081.67147532068
30250,15081.67147532068
30251,14866.526392063597
30252,14866.526392063597
30253,14866.526392063597
30254,14866.526392063597
30255,14873.437145585705
30256,14873.437145585705
30257,14873.437145585705
30258,14873.437145585705
30259,14860.730189277416
30260,14860.730189277416
30261,14860.730189277416
30262,14860.730189277416
30263,14860.730189277416
30264,14910.930469468463
30265,14899.055302675442
30266,14894.124167107931
30267,14894.124167107931
30268,14899.083973184805
30269,14899.083973184805
30270,14899.083973184805
30271,14899.083973184805
30272,14938.811661678817
30273,14938.811661678817
30274,14938.811661678817
30275,14938.811661678817
30276,14995.529774732137
30277,14995.529774732137
30278,14995.529774732137
30279,14995.529774732137
30280,14995.529774732137
30281,14912.020459867173
30282,14912.020459867173
30283,14912.020459867173
30284,14912.020459867173
30285,14797.487045335485
30286,14796.992858533371
30287,14796.992858533371
30288,14796.992858533371
30289,15081.67147532068
30290,15081.67147532068
30291,15081.67147532068
30292,15081.67147532068
30293,15081.67147532068
30294,15401.685591986115
30295,15363.56290151296
30296,15363.56290151296
30297,15401.191405184001
30298,15081.67147532068
30299,15081.67147532068
30300,15081.67147532068
30301,15081.67147532068
30302,15081.67147532068
30303,14866.526392063597
30304,14866.526392063597
30305,14866.526392063597
30306,14866.526392063597
30307,14873.437145585705
30308,14873.437145585705
30309,14873.437145585705
30310,14873.437145585705
30311,14860.730189277416
30312,14860.730189277416
30313,14860.730189277416
30314,14860.730189277416
30315,14860.730189277416
30316,19757.601891429083
30317,19705.218183220844
30318,19671.459335973617
30319,19671.459335973617
30320,19583.395171342327
30321,19583.395171342327
30322,19583.395171342327
30323,19583.395171342327
30324,19635.770176878774
30325,19635.770176878774
30326,19635.770176878774
30327,19635.770176878774
30328,19834.19693009522
30329,19834.19693009522
30330,19834.19693009522
30331,19620.22896883446
30332,19620.22896883446
30333,19465.690937872932
30334,19465.690937872932
30335,19465.690937872932
30336,19465.690937872932
30337,19600.795914153627
30338,19814.763875414385
30339,19814.763875414385
30340,19814.763875414385
30341,19766.776152277638
30342,19766.776152277638
30343,19980.7441135384
30344,19766.776152277638
30345,19980.7441135384
30346,20288.554859551932
30347,20243.08670374861
30348,20243.08670374861
30349,20288.554859551932
30350,19980.7441135384
30351,19980.7441135384
30352,19980.7441135384
30353,19766.776152277638
30354,19766.776152277638
30355,19390.423296251487
30356,19390.423296251487
30357,19390.423296251487
30358,19390.423296251487
30359,19406.042020833618
30360,19406.042020833618
30361,19406.042020833618
30362,19406.042020833618
30363,19381.699647267615
30364,19381.699647267615
30365,19381.699647267615
30366,19381.699647267615
30367,19381.699647267615
30368,21004.982648790283
30369,20952.598940582044
30370,20918.840093334817
30371,20918.840093334817
30372,20830.775928703526
30373,20830.775928703526
30374,20830.775928703526
30375,20830.775928703526
30376,20883.150934239973
30377,20883.150934239973
30378,20883.150934239973
30379,20883.150934239973
30380,21081.577687456418
30381,21081.577687456418
30382,21081.577687456418
30383,20867.60972619566
30384,20867.60972619566
30385,20713.07169523413
30386,20713.07169523413
30387,20713.07169523413
30388,20713.07169523413
30389,20848.176671514822
30390,21062.144632775584
30391,21062.144632775584
30392,21062.144632775584
30393,21014.156909638834
30394,21014.156909638834
30395,21228.124870899595
30396,21014.156909638834
30397,21228.124870899595
30398,21535.93561691313
30399,21490.46746110981
30400,21490.46746110981
30401,21535.93561691313
30402,21228.124870899595
30403,21228.124870899595
30404,21228.124870899595
30405,21014.156909638834
30406,21014.156909638834
30407,20655.047846503217
30408,20655.047846503217
30409,20655.047846503217
30410,20655.047846503217
30411,20670.666571085345
30412,20670.666571085345
30413,20670.666571085345
30414,20670.666571085345
30415,20646.32419751934
30416,20646.32419751934
30417,20646.32419751934
30418,20646.32419751934
30419,20646.32419751934
30420,19347.074749934258
30421,19333.811621863926
30422,19300.0527746167
30423,19300.0527746167
30424,19242.351918781733
30425,19242.351918781733
30426,19242.351918781733
30427,19242.351918781733
30428,19316.617329473887
30429,19316.617329473887
30430,19316.617329473887
30431,19316.617329473887
30432,19396.03376941054
30433,19396.03376941054
30434,19396.03376941054
30435,19363.991768940647
30436,19363.991768940647
30437,19279.550067053293
30438,19279.550067053293
30439,19279.550067053293
30440,19279.550067053293
30441,19388.404683640423
30442,19420.44668411032
30443,19420.44668411032
30444,19420.44668411032
30445,19508.602681156914
30446,19508.602681156914
30447,19540.644681626807
30448,19508.602681156914
30449,19540.644681626807
30450,19753.838082818424
30451,19665.750958667813
30452,19665.750958667813
30453,19753.838082818424
30454,19540.644681626807
30455,19540.644681626807
30456,19540.644681626807
30457,19508.602681156914
30458,19508.602681156914
30459,19228.337005119844
30460,19228.337005119844
30461,19228.337005119844
30462,19228.337005119844
30463,19243.955729701975
30464,19243.955729701975
30465,19243.955729701975
30466,19243.955729701975
30467,19219.61335613597
30468,19219.61335613597
30469,19219.61335613597
30470,19219.61335613597
30471,19219.61335613597
30472,19514.128004083825
30473,19500.86487601349
30474,19467.106028766262
30475,19467.106028766262
30476,19409.405172931296
30477,19409.405172931296
30478,19409.405172931296
30479,19409.405172931296
30480,19483.67058362345
30481,19483.67058362345
30482,19483.67058362345
30483,19483.67058362345
30484,19563.087023560107
30485,19563.087023560107
30486,19563.087023560107
30487,19563.087023560107
30488,19563.087023560107
30489,19478.645321672753
30490,19478.645321672753
30491,19478.645321672753
30492,19478.645321672753
30493,19567.902128114452
30494,19567.902128114452
30495,19567.902128114452
30496,19567.902128114452
30497,19677.42277789033
30498,19677.42277789033
30499,19677.42277789033
30500,19677.42277789033
30501,19677.42277789033
30502,19890.616179081946
30503,19802.529054931336
30504,19802.529054931336
30505,19890.616179081946
30506,19677.42277789033
30507,19677.42277789033
30508,19677.42277789033
30509,19677.42277789033
30510,19677.42277789033
30511,19427.432259739304
30512,19427.432259739304
30513,19427.432259739304
30514,19427.432259739304
30515,19443.05098432143
30516,19443.05098432143
30517,19443.05098432143
30518,19443.05098432143
30519,19418.70861075543
30520,19418.70861075543
30521,19418.70861075543
30522,19418.70861075543
30523,19418.70861075543
30524,18953.206772360958
30525,18939.943644290623
30526,18906.184797043396
30527,18906.184797043396
30528,18848.48394120843
30529,18848.48394120843
30530,18848.48394120843
30531,18848.48394120843
30532,18922.749351900584
30533,18922.749351900584
30534,18922.749351900584
30535,18922.749351900584
30536,19002.16579183724
30537,19002.16579183724
30538,19002.16579183724
30539,18732.311443414248
30540,18732.311443414248
30541,18647.869741526894
30542,18647.869741526894
30543,18647.869741526894
30544,18647.869741526894
30545,18716.856553056747
30546,18986.71090147974
30547,18986.71090147974
30548,18986.71090147974
30549,18846.647197744474
30550,18846.647197744474
30551,19116.501546167463
30552,18846.647197744474
30553,19116.501546167463
30554,19329.69494735908
30555,19241.60782320847
30556,19241.60782320847
30557,19329.69494735908
30558,19116.501546167463
30559,19116.501546167463
30560,19116.501546167463
30561,18846.647197744474
30562,18846.647197744474
30563,18596.656679593445
30564,18596.656679593445
30565,18596.656679593445
30566,18596.656679593445
30567,18612.275404175576
30568,18612.275404175576
30569,18612.275404175576
30570,18612.275404175576
30571,18587.933030609573
30572,18587.933030609573
30573,18587.933030609573
30574,18587.933030609573
30575,18587.933030609573
30576,19466.903467004384
30577,19453.64033893405
30578,19311.86546007931
30579,19311.86546007931
30580,19254.164604244343
30581,19254.164604244343
30582,19254.164604244343
30583,19254.164604244343
30584,19362.99529157106
30585,19362.99529157106
30586,19362.99529157106
30587,19362.99529157106
30588,19407.846454873154
30589,19407.846454873154
30590,19407.846454873154
30591,19648.240311294572
30592,19648.240311294572
30593,19563.79860940722
30594,19563.79860940722
30595,19563.79860940722
30596,19563.79860940722
30597,19642.128767705188
30598,19401.734911283766
30599,19401.734911283766
30600,19401.734911283766
30601,19815.099211017492
30602,19815.099211017492
30603,19574.70535459607
30604,19815.099211017492
30605,19574.70535459607
30606,19822.771791315205
30607,19734.68466716459
30608,19734.68466716459
30609,19822.771791315205
30610,19574.70535459607
30611,19574.70535459607
30612,19574.70535459607
30613,19815.099211017492
30614,19815.099211017492
30615,19512.58554747377
30616,19512.58554747377
30617,19512.58554747377
30618,19512.58554747377
30619,19528.2042720559
30620,19528.2042720559
30621,19528.2042720559
30622,19528.2042720559
30623,19503.861898489897
30624,19503.861898489897
30625,19503.861898489897
30626,19503.861898489897
30627,19503.861898489897
30628,19252.320226206735
30629,19239.057098136404
30630,19097.282219281664
30631,19097.282219281664
30632,19039.581363446698
30633,19039.581363446698
30634,19039.581363446698
30635,19039.581363446698
30636,19113.846774138852
30637,19113.846774138852
30638,19113.846774138852
30639,19113.846774138852
30640,19193.26321407551
30641,19193.26321407551
30642,19193.26321407551
30643,18923.408865652516
30644,18923.408865652516
30645,18838.967163765163
30646,18838.967163765163
30647,18838.967163765163
30648,18838.967163765163
30649,18907.953975295015
30650,19177.808323718007
30651,19177.808323718007
30652,19177.808323718007
30653,19039.554315461588
30654,19039.554315461588
30655,19309.40866388458
30656,19039.554315461588
30657,19309.40866388458
30658,19557.475100603715
30659,19469.3879764531
30660,19469.3879764531
30661,19557.475100603715
30662,19309.40866388458
30663,19309.40866388458
30664,19309.40866388458
30665,19039.554315461588
30666,19039.554315461588
30667,18787.754101831713
30668,18787.754101831713
30669,18787.754101831713
30670,18787.754101831713
30671,18803.37282641384
30672,18803.37282641384
30673,18803.37282641384
30674,18803.37282641384
30675,18779.03045284784
30676,18779.03045284784
30677,18779.03045284784
30678,18779.03045284784
30679,18779.03045284784
30680,20542.415759308693
30681,20483.790840943722
30682,20450.031993696495
30683,20450.031993696495
30684,20361.967829065205
30685,20361.967829065205
30686,20361.967829065205
30687,20361.967829065205
30688,20414.34283460165
30689,20414.34283460165
30690,20414.34283460165
30691,20414.34283460165
30692,20612.769587818097
30693,20612.769587818097
30694,20612.769587818097
30695,20398.80162655734
30696,20398.80162655734
30697,20244.26359559581
30698,20244.26359559581
30699,20244.26359559581
30700,20244.26359559581
30701,20379.3685718765
30702,20593.336533137262
30703,20593.336533137262
30704,20593.336533137262
30705,20545.348810000512
30706,20545.348810000512
30707,20759.316771261274
30708,20545.348810000512
30709,20759.316771261274
30710,21037.792900289216
30711,20992.324744485893
30712,20992.324744485893
30713,21037.792900289216
30714,20759.316771261274
30715,20759.316771261274
30716,20759.316771261274
30717,20545.348810000512
30718,20545.348810000512
30719,20186.239746864892
30720,20186.239746864892
30721,20186.239746864892
30722,20186.239746864892
30723,20201.858471447023
30724,20201.858471447023
30725,20201.858471447023
30726,20201.858471447023
30727,20177.51609788102
30728,20177.51609788102
30729,20177.51609788102
30730,20177.51609788102
30731,20177.51609788102
30732,19966.646843541435
30733,19953.3837154711
30734,19919.624868223873
30735,19919.624868223873
30736,19861.92401238891
30737,19861.92401238891
30738,19861.92401238891
30739,19861.92401238891
30740,19936.189423081065
30741,19936.189423081065
30742,19936.189423081065
30743,19936.189423081065
30744,20015.605863017718
30745,20015.605863017718
30746,20015.605863017718
30747,19983.563862547824
30748,19983.563862547824
30749,19899.12216066047
30750,19899.12216066047
30751,19899.12216066047
30752,19899.12216066047
30753,20007.9767772476
30754,20040.018777717494
30755,20040.018777717494
30756,20040.018777717494
30757,20128.17477476409
30758,20128.17477476409
30759,20160.216775233985
30760,20128.17477476409
30761,20160.216775233985
30762,20373.4101764256
30763,20285.323052274987
30764,20285.323052274987
30765,20373.4101764256
30766,20160.216775233985
30767,20160.216775233985
30768,20160.216775233985
30769,20128.17477476409
30770,20128.17477476409
30771,19847.90909872702
30772,19847.90909872702
30773,19847.90909872702
30774,19847.90909872702
30775,19863.527823309152
30776,19863.527823309152
30777,19863.527823309152
30778,19863.527823309152
30779,19839.18544974315
30780,19839.18544974315
30781,19839.18544974315
30782,19839.18544974315
30783,19839.18544974315
30784,18912.42340848398
30785,18899.16028041365
30786,18865.401433166422
30787,18865.401433166422
30788,18807.700577331456
30789,18807.700577331456
30790,18807.700577331456
30791,18807.700577331456
30792,18881.96598802361
30793,18881.96598802361
30794,18881.96598802361
30795,18881.96598802361
30796,18961.382427960263
30797,18961.382427960263
30798,18961.382427960263
30799,18767.082482346188
30800,18767.082482346188
30801,18682.640780458834
30802,18682.640780458834
30803,18682.640780458834
30804,18682.640780458834
30805,18791.495397045965
30806,18985.795342660043
30807,18985.795342660043
30808,18985.795342660043
30809,18883.294157631484
30810,18883.294157631484
30811,19077.59410324556
30812,18883.294157631484
30813,19077.59410324556
30814,19290.787504437176
30815,19202.700380286562
30816,19202.700380286562
30817,19290.787504437176
30818,19077.59410324556
30819,19077.59410324556
30820,19077.59410324556
30821,18883.294157631484
30822,18883.294157631484
30823,18631.427718525385
30824,18631.427718525385
30825,18631.427718525385
30826,18631.427718525385
30827,18647.046443107516
30828,18647.046443107516
30829,18647.046443107516
30830,18647.046443107516
30831,18622.704069541513
30832,18622.704069541513
30833,18622.704069541513
30834,18622.704069541513
30835,18622.704069541513
30836,18985.984657686167
30837,18972.721529615832
30838,18938.962682368605
30839,18938.962682368605
30840,18881.26182653364
30841,18881.26182653364
30842,18881.26182653364
30843,18881.26182653364
30844,18955.527237225797
30845,18955.527237225797
30846,18955.527237225797
30847,18955.527237225797
30848,19034.94367716245
30849,19034.94367716245
30850,19034.94367716245
30851,18765.089328739457
30852,18765.089328739457
30853,18680.647626852107
30854,18680.647626852107
30855,18680.647626852107
30856,18680.647626852107
30857,18749.63443838196
30858,19019.488786804948
30859,19019.488786804948
30860,19019.488786804948
30861,18879.425083069684
30862,18879.425083069684
30863,19149.279431492676
30864,18879.425083069684
30865,19149.279431492676
30866,19362.47283268429
30867,19274.38570853368
30868,19274.38570853368
30869,19362.47283268429
30870,19149.279431492676
30871,19149.279431492676
30872,19149.279431492676
30873,18879.425083069684
30874,18879.425083069684
30875,18629.434564918658
30876,18629.434564918658
30877,18629.434564918658
30878,18629.434564918658
30879,18645.053289500785
30880,18645.053289500785
30881,18645.053289500785
30882,18645.053289500785
30883,18620.710915934782
30884,18620.710915934782
30885,18620.710915934782
30886,18620.710915934782
30887,18620.710915934782
30888,20206.3023838305
30889,20153.918675622263
30890,20120.159828375035
30891,20120.159828375035
30892,20032.095663743745
30893,20032.095663743745
30894,20032.095663743745
30895,20032.095663743745
30896,20084.470669280192
30897,20084.470669280192
30898,20084.470669280192
30899,20084.470669280192
30900,20282.89742249664
30901,20282.89742249664
30902,20282.89742249664
30903,20068.92946123588
30904,20068.92946123588
30905,19914.39143027435
30906,19914.39143027435
30907,19914.39143027435
30908,19914.39143027435
30909,20049.496406555045
30910,20263.464367815803
30911,20263.464367815803
30912,20263.464367815803
30913,20215.476644679056
30914,20215.476644679056
30915,20429.444605939818
30916,20215.476644679056
30917,20429.444605939818
30918,20737.25535195335
30919,20691.787196150028
30920,20691.787196150028
30921,20737.25535195335
30922,20429.444605939818
30923,20429.444605939818
30924,20429.444605939818
30925,20215.476644679056
30926,20215.476644679056
30927,19856.367581543436
30928,19856.367581543436
30929,19856.367581543436
30930,19856.367581543436
30931,19871.986306125564
30932,19871.986306125564
30933,19871.986306125564
30934,19871.986306125564
30935,19847.643932559564
30936,19847.643932559564
30937,19847.643932559564
30938,19847.643932559564
30939,19847.643932559564
30940,19606.74189829331
30941,19593.478770222973
30942,19559.719922975746
30943,19559.719922975746
30944,19502.01906714078
30945,19502.01906714078
30946,19502.01906714078
30947,19502.01906714078
30948,19576.284477832934
30949,19576.284477832934
30950,19576.284477832934
30951,19576.284477832934
30952,19655.70091776959
30953,19655.70091776959
30954,19655.70091776959
30955,19623.658917299697
30956,19623.658917299697
30957,19539.217215412344
30958,19539.217215412344
30959,19539.217215412344
30960,19539.217215412344
30961,19648.071831999474
30962,19680.113832469367
30963,19680.113832469367
30964,19680.113832469367
30965,19768.269829515964
30966,19768.269829515964
30967,19800.311829985858
30968,19768.269829515964
30969,19800.311829985858
30970,20013.50523117747
30971,19925.41810702686
30972,19925.41810702686
30973,20013.50523117747
30974,19800.311829985858
30975,19800.311829985858
30976,19800.311829985858
30977,19768.269829515964
30978,19768.269829515964
30979,19488.004153478894
30980,19488.004153478894
30981,19488.004153478894
30982,19488.004153478894
30983,19503.62287806102
30984,19503.62287806102
30985,19503.62287806102
30986,19503.62287806102
30987,19479.280504495022
30988,19479.280504495022
30989,19479.280504495022
30990,19479.280504495022
30991,19479.280504495022
30992,19433.275845795535
30993,19420.0127177252
30994,19386.253870477973
30995,19386.253870477973
30996,19328.55301464301
30997,19328.55301464301
30998,19328.55301464301
30999,19328.55301464301
31000,19350.56471138313
31001,19350.56471138313
31002,19350.56471138313
31003,19350.56471138313
31004,19478.895135525403
31005,19478.895135525403
31006,19478.895135525403
31007,19264.92717426464
31008,19264.92717426464
31009,19180.485472377288
31010,19180.485472377288
31011,19180.485472377288
31012,19180.485472377288
31013,19289.340088964418
31014,19503.30805022518
31015,19503.30805022518
31016,19503.30805022518
31017,19388.451340688876
31018,19388.451340688876
31019,19602.419301949638
31020,19388.451340688876
31021,19602.419301949638
31022,19921.195493269435
31023,19875.72733746611
31024,19875.72733746611
31025,19921.195493269435
31026,19602.419301949638
31027,19602.419301949638
31028,19602.419301949638
31029,19388.451340688876
31030,19388.451340688876
31031,19105.217830755846
31032,19105.217830755846
31033,19105.217830755846
31034,19105.217830755846
31035,19120.836555337974
31036,19120.836555337974
31037,19120.836555337974
31038,19120.836555337974
31039,19096.494181771974
31040,19096.494181771974
31041,19096.494181771974
31042,19096.494181771974
31043,19096.494181771974
31044,19665.062456440206
31045,19651.799328369874
31046,19510.024449515135
31047,19510.024449515135
31048,19452.323593680165
31049,19452.323593680165
31050,19452.323593680165
31051,19452.323593680165
31052,19561.154281006882
31053,19561.154281006882
31054,19561.154281006882
31055,19561.154281006882
31056,19606.005444308976
31057,19606.005444308976
31058,19606.005444308976
31059,19593.776794706915
31060,19593.776794706915
31061,19509.33509281956
31062,19509.33509281956
31063,19509.33509281956
31064,19509.33509281956
31065,19587.665251117527
31066,19599.893900719588
31067,19599.893900719588
31068,19599.893900719588
31069,19709.6856023873
31070,19709.6856023873
31071,19721.914251989365
31072,19709.6856023873
31073,19721.914251989365
31074,19969.980688708496
31075,19881.893564557886
31076,19881.893564557886
31077,19969.980688708496
31078,19721.914251989365
31079,19721.914251989365
31080,19721.914251989365
31081,19709.6856023873
31082,19709.6856023873
31083,19458.122030886112
31084,19458.122030886112
31085,19458.122030886112
31086,19458.122030886112
31087,19473.74075546824
31088,19473.74075546824
31089,19473.74075546824
31090,19473.74075546824
31091,19449.39838190224
31092,19449.39838190224
31093,19449.39838190224
31094,19449.39838190224
31095,19449.39838190224
31096,19029.131146121807
31097,19015.86801805147
31098,18982.109170804244
31099,18982.109170804244
31100,18924.40831496928
31101,18924.40831496928
31102,18924.40831496928
31103,18924.40831496928
31104,18998.673725661436
31105,18998.673725661436
31106,18998.673725661436
31107,18998.673725661436
31108,19078.09016559809
31109,19078.09016559809
31110,19078.09016559809
31111,18808.235817175097
31112,18808.235817175097
31113,18723.794115287747
31114,18723.794115287747
31115,18723.794115287747
31116,18723.794115287747
31117,18792.7809268176
31118,19062.635275240587
31119,19062.635275240587
31120,19062.635275240587
31121,18922.571571505323
31122,18922.571571505323
31123,19192.425919928315
31124,18922.571571505323
31125,19192.425919928315
31126,19405.619321119928
31127,19317.532196969318
31128,19317.532196969318
31129,19405.619321119928
31130,19192.425919928315
31131,19192.425919928315
31132,19192.425919928315
31133,18922.571571505323
31134,18922.571571505323
31135,18672.581053354297
31136,18672.581053354297
31137,18672.581053354297
31138,18672.581053354297
31139,18688.199777936425
31140,18688.199777936425
31141,18688.199777936425
31142,18688.199777936425
31143,18663.85740437042
31144,18663.85740437042
31145,18663.85740437042
31146,18663.85740437042
31147,18663.85740437042
31148,19559.87673672007
31149,19546.613608649735
31150,19512.85476140251
31151,19512.85476140251
31152,19455.153905567542
31153,19455.153905567542
31154,19455.153905567542
31155,19455.153905567542
31156,19529.419316259697
31157,19529.419316259697
31158,19529.419316259697
31159,19529.419316259697
31160,19608.835756196353
31161,19608.835756196353
31162,19608.835756196353
31163,19586.858180968597
31164,19586.858180968597
31165,19502.416479081243
31166,19502.416479081243
31167,19502.416479081243
31168,19502.416479081243
31169,19591.673285522942
31170,19613.6508607507
31171,19613.6508607507
31172,19613.6508607507
31173,19701.193935298823
31174,19701.193935298823
31175,19723.171510526576
31176,19701.193935298823
31177,19723.171510526576
31178,19936.364911718192
31179,19848.277787567582
31180,19848.277787567582
31181,19936.364911718192
31182,19723.171510526576
31183,19723.171510526576
31184,19723.171510526576
31185,19701.193935298823
31186,19701.193935298823
31187,19451.203417147794
31188,19451.203417147794
31189,19451.203417147794
31190,19451.203417147794
31191,19466.822141729925
31192,19466.822141729925
31193,19466.822141729925
31194,19466.822141729925
31195,19442.47976816392
31196,19442.47976816392
31197,19442.47976816392
31198,19442.47976816392
31199,19442.47976816392
31200,19220.266253212212
31201,19207.003125141877
31202,19228.035134019785
31203,19228.035134019785
31204,19170.33427818482
31205,19170.33427818482
31206,19170.33427818482
31207,19170.33427818482
31208,19279.164965511533
31209,19279.164965511533
31210,19279.164965511533
31211,19279.164965511533
31212,19306.32855957503
31213,19306.32855957503
31214,19306.32855957503
31215,19294.099909972967
31216,19294.099909972967
31217,19227.34577732421
31218,19227.34577732421
31219,19227.34577732421
31220,19227.34577732421
31221,19281.455259360187
31222,19293.68390896225
31223,19293.68390896225
31224,19293.68390896225
31225,19405.40109119897
31226,19405.40109119897
31227,19417.629740801036
31228,19405.40109119897
31229,19417.629740801036
31230,19655.98642209069
31231,19567.89929794008
31232,19567.89929794008
31233,19655.98642209069
31234,19417.629740801036
31235,19417.629740801036
31236,19417.629740801036
31237,19405.40109119897
31238,19405.40109119897
31239,19184.840686450785
31240,19184.840686450785
31241,19184.840686450785
31242,19184.840686450785
31243,19191.75143997289
31244,19191.75143997289
31245,19191.75143997289
31246,19191.75143997289
31247,19179.044483664602
31248,19179.044483664602
31249,19179.044483664602
31250,19179.044483664602
31251,19179.044483664602
31252,19653.68843000909
31253,19640.425301938754
31254,19661.45731081666
31255,19661.45731081666
31256,19666.41711689353
31257,19666.41711689353
31258,19666.41711689353
31259,19666.41711689353
31260,19758.157788455374
31261,19758.157788455374
31262,19758.157788455374
31263,19758.157788455374
31264,19785.321382518872
31265,19785.321382518872
31266,19785.321382518872
31267,19773.09273291681
31268,19773.09273291681
31269,19706.338600268053
31270,19706.338600268053
31271,19706.338600268053
31272,19706.338600268053
31273,19760.44808230403
31274,19772.676731906093
31275,19772.676731906093
31276,19772.676731906093
31277,19935.64856654402
31278,19935.64856654402
31279,19947.877216146084
31280,19935.64856654402
31281,19947.877216146084
31282,20138.06967492668
31283,20071.30238052855
31284,20071.30238052855
31285,20138.06967492668
31286,19947.877216146084
31287,19947.877216146084
31288,19947.877216146084
31289,19935.64856654402
31290,19935.64856654402
31291,19674.766856245653
31292,19674.766856245653
31293,19674.766856245653
31294,19674.766856245653
31295,19681.677609767765
31296,19681.677609767765
31297,19681.677609767765
31298,19681.677609767765
31299,19668.970653459473
31300,19668.970653459473
31301,19668.970653459473
31302,19668.970653459473
31303,19668.970653459473
31304,19585.720472707122
31305,19572.457344636787
31306,19430.682465782047
31307,19430.682465782047
31308,19372.98160994708
31309,19372.98160994708
31310,19372.98160994708
31311,19372.98160994708
31312,19481.8122972738
31313,19481.8122972738
31314,19481.8122972738
31315,19481.8122972738
31316,19526.663460575888
31317,19526.663460575888
31318,19526.663460575888
31319,19767.05731699731
31320,19767.05731699731
31321,19682.615615109957
31322,19682.615615109957
31323,19682.615615109957
31324,19682.615615109957
31325,19760.945773407922
31326,19520.551916986504
31327,19520.551916986504
31328,19520.551916986504
31329,19882.966124677696
31330,19882.966124677696
31331,19642.572268256277
31332,19882.966124677696
31333,19642.572268256277
31334,19890.638704975412
31335,19802.5515808248
31336,19802.5515808248
31337,19890.638704975412
31338,19642.572268256277
31339,19642.572268256277
31340,19642.572268256277
31341,19882.966124677696
31342,19882.966124677696
31343,19631.402553176507
31344,19631.402553176507
31345,19631.402553176507
31346,19631.402553176507
31347,19647.02127775864
31348,19647.02127775864
31349,19647.02127775864
31350,19647.02127775864
31351,19622.678904192635
31352,19622.678904192635
31353,19622.678904192635
31354,19622.678904192635
31355,19622.678904192635
31356,19494.316305037966
31357,19481.053176967634
31358,19502.08518584554
31359,19502.08518584554
